sid,block_type,unitx,trial_type,frequency_type,rt.med,rt.mean,n,correctn,acc
sub119,learning,L09,random,low,420.435400010319,440.100709088394,15,15,1
sub119,learning,L09,regular,high,210.466699994868,223.242925928423,14,14,1
sub119,learning,L10,random,high,439.562175000901,441.051815279126,21,21,1
sub119,learning,L10,random,low,417.683399980888,419.884033337843,11,11,1
sub119,learning,L10,regular,high,159.676774994296,204.508114288079,24,24,1
sub119,learning,L11,random,high,454.477899998892,445.234635191068,14,14,1
sub119,learning,L11,random,low,400.02524999727,400.896845836542,14,14,1
sub119,learning,L11,regular,high,296.886500000255,265.873689396275,16,16,1
sub119,learning,L12,random,high,415.370600007009,428.316777269091,12,12,1
sub119,learning,L12,random,low,435.201700020116,440.728195457434,12,12,1
sub119,learning,L12,regular,high,186.295100007555,216.241777779942,19,19,1
sub119,learning,L13,random,high,407.665899998392,408.915664444471,21,21,1
sub119,learning,L13,random,low,405.363400001079,414.320414283014,7,7,1
sub119,learning,L13,regular,high,197.298449995287,202.344606944179,20,20,1
sub119,learning,L14,random,high,444.657200001529,434.342977777609,14,14,1
sub119,learning,L14,random,low,433.623475000786,439.486420837056,14,14,1
sub119,learning,L14,regular,high,154.412999982014,194.16085897627,21,21,1
sub119,learning,L15,random,high,420.567900000606,424.322953570351,19,19,1
sub119,learning,L15,random,low,420.43269998976,429.434318185403,12,12,1
sub119,learning,L15,regular,high,174.801100016339,210.933632225432,28,28,1
sub119,learning,L16,random,high,378.2390000124,397.773377273221,14,14,1
sub119,learning,L16,random,low,436.947599984705,434.450509521412,9,9,1
sub119,learning,L16,regular,high,212.857600010466,223.0486384584,22,22,1
sub119,learning,L17,random,high,390.976599992428,400.899264288975,16,16,1
sub119,learning,L17,random,low,426.071499998216,428.832841657519,14,14,1
sub119,learning,L17,regular,high,260.330899996916,236.586607639159,22,22,1
sub119,learning,L18,random,high,405.34504999232,399.160396154352,15,15,1
sub119,learning,L18,random,low,448.452249998809,449.127387497962,13,13,1
sub119,learning,L18,regular,high,202.926675003255,228.323549997488,17,17,1
sub119,learning,L19,random,high,401.064700010465,404.207492425375,15,15,1
sub119,learning,L19,random,low,413.691349996952,415.952226392013,15,15,1
sub119,learning,L19,regular,high,230.963200010592,227.469083335812,18,18,1
sub119,learning,L20,random,high,393.106599978637,396.605428568104,8,8,1
sub119,learning,L20,random,low,406.605950003723,414.446420833378,17,17,1
sub119,learning,L20,regular,high,222.826474993781,246.705543051778,22,22,1
sub119,testing,T01,random,high,360.956499993335,370.565556062061,17,17,1
sub119,testing,T01,random,low,353.056050007581,355.440465383044,14,14,1
sub119,testing,T01,regular,high,334.981400003016,339.299213099799,38,38,1
sub119,testing,T02,random,high,358.994149995851,368.059282143284,16,16,1
sub119,testing,T02,random,low,374.252549998346,362.66714444274,12,12,1
sub119,testing,T02,regular,high,332.293500010564,335.794718122785,39,39,1
sub119,testing,T03,random,high,384.810350005864,374.277400002549,16,16,1
sub119,testing,T03,random,low,372.199349993025,366.650663639038,14,14,1
sub119,testing,T03,regular,high,341.698300006101,350.604071352791,37,37,1
sub119,testing,T04,random,high,362.274500002968,368.498339283438,19,19,1
sub119,testing,T04,random,low,361.505999986548,362.544288889492,11,11,1
sub119,testing,T04,regular,high,357.455599994864,349.242155557375,38,38,1
sub119,testing,T05,random,high,396.418799995445,430.821118514157,11,11,1
sub119,testing,T05,random,low,375.030750001315,389.768599998206,13,13,1
sub119,testing,T05,regular,high,362.050150011783,361.255344477801,38,38,1
sub120,learning,L01,random,high,528.575824995642,529.969355004141,12,12,1
sub120,learning,L01,random,low,556.485999986762,551.191443752032,10,10,1
sub120,learning,L01,regular,high,498.084200022277,497.604255558108,39,39,1
sub120,learning,L02,random,high,555.048049980542,589.091171868859,19,19,1
sub120,learning,L02,random,low,532.59694998269,537.155349986279,7,7,1
sub120,learning,L02,regular,high,510.388900001999,515.590182219684,38,38,1
sub120,learning,L03,random,high,583.252349984832,600.177508327761,16,16,1
sub120,learning,L03,random,low,548.162749997573,538.866745002451,12,12,1
sub120,learning,L03,regular,high,497.224600010668,514.653340099054,37,37,1
sub120,learning,L04,random,high,534.836999984691,562.6208964192,19,19,1
sub120,learning,L04,random,low,517.455700028222,536.70351668067,6,6,1
sub120,learning,L04,regular,high,536.291375014116,531.198816790406,37,37,1
sub120,learning,L05,random,high,527.296900050715,558.249259095068,12,12,1
sub120,learning,L05,random,low,563.286049989983,565.189130001818,13,13,1
sub120,learning,L05,regular,high,532.886625020183,545.453991452996,39,39,1
sub120,learning,L06,random,high,549.661724988255,544.979894993594,14,14,1
sub120,learning,L06,random,low,589.50722499867,594.376712506346,15,15,1
sub120,learning,L06,regular,high,509.640700009186,501.243846407847,37,37,1
sub120,learning,L07,random,high,578.89234997856,592.645919995266,16,16,1
sub120,learning,L07,random,low,572.948899993207,634.999613642735,13,13,1
sub120,learning,L07,regular,high,534.379599994281,527.664951898494,39,39,1
sub120,learning,L08,random,high,563.89359998866,568.380249994913,15,15,1
sub120,learning,L08,random,low,527.100299979793,566.310833329529,12,12,1
sub120,learning,L08,regular,high,509.614099981263,505.311866879129,37,37,1
sub120,learning,L09,random,high,550.433400028851,565.561998046606,22,22,1
sub120,learning,L09,random,low,603.088399977423,594.511342858563,9,9,1
sub120,learning,L09,regular,high,491.893949976657,511.08933457975,39,39,1
sub120,learning,L10,random,high,563.105024994002,570.195357140619,17,17,1
sub120,learning,L10,random,low,562.193599995226,590.200288890628,10,10,1
sub120,learning,L10,regular,high,509.961224975996,506.336155721025,39,39,1
sub120,learning,L11,random,high,505.606499995338,512.437769447085,15,15,1
sub120,learning,L11,random,low,522.25300000282,523.133681819838,12,12,1
sub120,learning,L11,regular,high,458.638599986443,486.797865327422,39,39,1
sub120,learning,L12,random,high,514.231574998121,543.141798330665,15,15,1
sub120,learning,L12,random,low,546.700350008905,565.331016667187,10,10,1
sub120,learning,L12,regular,high,466.018375009298,462.741226193819,38,38,1
sub120,learning,L13,random,high,506.991199974436,511.218770374803,11,11,1
sub120,learning,L13,random,low,516.542250028579,537.367279635941,12,12,1
sub120,learning,L13,regular,high,484.145299982629,470.705586554989,38,38,1
sub120,learning,L14,random,high,494.66024999856,503.210456670301,15,15,1
sub120,learning,L14,random,low,512.406800000463,513.536841665579,14,14,1
sub120,learning,L14,regular,high,471.648500024458,466.641982019549,39,39,1
sub120,learning,L15,random,high,509.769250013051,515.851514285065,18,18,1
sub120,learning,L15,random,low,543.857299984666,564.34117221377,11,11,1
sub120,learning,L15,regular,high,467.969599994831,475.399661665627,39,39,1
sub120,learning,L16,random,high,515.588300011586,514.574789995095,11,11,1
sub120,learning,L16,random,low,489.226299978327,512.627884445505,17,17,1
sub120,learning,L16,regular,high,493.949900032021,489.432200560825,38,38,1
sub120,learning,L17,random,high,538.655600044876,542.810422737878,17,17,1
sub120,learning,L17,random,low,546.791649976512,569.703124999069,12,12,1
sub120,learning,L17,regular,high,469.607274979353,464.01491320929,39,39,1
sub120,learning,L18,random,high,521.782200026792,526.84164102837,20,20,1
sub120,learning,L18,random,low,512.935400009155,535.818357132874,8,8,1
sub120,learning,L18,regular,high,501.056799985236,491.790484887638,38,38,1
sub120,learning,L19,random,high,510.473200003617,507.275833338887,17,17,1
sub120,learning,L19,random,low,505.254499992589,500.380212492019,12,12,1
sub120,learning,L19,regular,high,453.963150008349,446.98241488645,37,37,1
sub120,learning,L20,random,high,538.11639995547,524.872894118102,23,23,1
sub120,learning,L20,random,low,506.172049994348,531.27197221814,10,10,1
sub120,learning,L20,regular,high,468.892900011269,477.100436569308,38,38,1
sub120,testing,T01,random,high,412.237799959257,413.318208886388,20,20,1
sub120,testing,T01,random,low,389.680499996757,394.141127082548,12,12,1
sub120,testing,T01,regular,high,388.947450002888,392.156493331681,38,38,1
sub120,testing,T02,random,high,410.047099983785,407.992823343698,19,19,1
sub120,testing,T02,random,low,390.598499987391,387.943562498549,10,10,1
sub120,testing,T02,regular,high,396.134474984137,398.188237502836,37,37,1
sub120,testing,T03,random,high,413.646700035315,419.016250011434,11,11,1
sub120,testing,T03,random,low,421.08734996873,434.920538889451,13,13,1
sub120,testing,T03,regular,high,408.684200010612,404.704183574844,39,39,1
sub120,testing,T04,random,high,399.300399993081,405.838813632727,14,14,1
sub120,testing,T04,random,low,407.99719998904,407.692074997613,9,9,1
sub120,testing,T04,regular,high,398.810299986508,400.378587998502,39,39,1
sub120,testing,T05,random,high,434.086499968544,432.597470593036,20,20,1
sub120,testing,T05,random,low,418.441950023407,422.118750016671,10,10,1
sub120,testing,T05,regular,high,401.020999997854,400.939000552171,35,35,1
sub121,learning,L01,random,high,580.281399999876,574.853382141945,21,21,1
sub121,learning,L01,random,low,571.975400001975,572.140688890714,9,9,1
sub121,learning,L01,regular,high,551.819549997163,564.28400233388,38,38,1
sub121,learning,L02,random,high,515.675700000429,519.340410002042,17,17,1
sub121,learning,L02,random,low,574.07515000159,562.673480001104,10,10,1
sub121,learning,L02,regular,high,500.828000003821,513.963949445517,37,37,1
sub121,learning,L03,random,high,523.514849999629,551.805403571572,16,16,1
sub121,learning,L03,random,low,549.761800000852,556.670742858842,7,7,1
sub121,learning,L03,regular,high,566.880400001537,573.346393334052,39,39,1
sub121,learning,L04,random,high,568.262899996626,573.724818749876,22,22,1
sub121,learning,L04,random,low,452.635200002987,490.011279999453,7,7,1
sub121,learning,L04,regular,high,536.773075000383,539.931059895366,37,37,1
